Subject,Detailed_Condition,Score,Trials,Lexical.ACC,Lexical.RT_mean,Lexical.RT_sd,Penalty,Reward,TestDuration,Load_Condition,Speed_Condition,Lexical.Correct_Trials,Lexical.Correct_RT_mean,Lexical.Correct_RT_sd,Lexical.Incorrect_Trials,Lexical.Incorrect_RT_mean,Lexical.Incorrect_RT_sd,RT_sec,RewardRate,Payoff,a,v,t0
19001,Load_Accuracy_Max,820,41,1,887.975609756098,340.085686835309,80,20,60,Load,Accuracy_Max,41,887.975609756098,340.085686835309,0,NA,NA,0.887975609756098,22.523141154173636,80,1.585317,3.282851,0.534277
19001,Load_Accuracy_Mid,680,46,0.91304347826087,721.5,272.852727879182,40,20,60,Load,Accuracy_Mid,42,735.857142857143,280.163764951211,4,570.75,104.030043737374,0.7215,20.488716140890084,40,1.145382,3.914157,0.441757
19001,Load_Neutral,830,45.5,0.956280193236715,726.424637681159,244.702107790458,20,20,60,Load,Neutral,87,723.436781609195,247.22937758893,4,788.5,164.921193301528,0.726424637681159,25.12470913394238,20,1.342996,4.217119,0.47489
19001,Load_Speed_Max,845,46,0.934782608695652,704.108695652174,271.23472641163403,5,20,60,Load,Speed_Max,43,696.488372093023,264.509462617037,3,813.333333333333,408.500101999171,0.704108695652174,26.089104325542614,5,1.626254,4.199642,0.411878
19001,Load_Speed_Mid,780,42,0.952380952380952,853.119047619048,269.645856487768,10,20,60,Load,Speed_Mid,40,861.35,273.703709351592,2,688.5,50.2045814642449,0.853119047619048,21.768859367586703,10,1.245267,2.929476,0.572796
19001,NoLoad_Accuracy_Max,880,54,0.962962962962963,551.740740740741,110.950810992161,80,20,60,NoLoad,Accuracy_Max,52,553.557692307692,112.530155167498,2,504.5,44.5477272147525,0.551740740740741,29.536148217761962,80,1.111923,5.134629,0.407427
19001,NoLoad_Accuracy_Mid,860,55,0.927272727272727,552.236363636364,136.292708377603,40,20,60,NoLoad,Accuracy_Mid,51,557.56862745098,140.030318845879,4,484.25,30.1371863318393,0.552236363636364,28.31462153886671,40,1.211085,7.225208,0.415952
19001,NoLoad_Neutral,870,53.5,0.906468531468531,566.392132867133,153.87277573611,20,20,60,NoLoad,Neutral,97,559.103092783505,141.81182400574,10,628.3,277.945258399323,0.566392132867133,28.705803480069335,20,1.09123,4.754383,0.395616
19001,NoLoad_Speed_Max,1045,56,0.946428571428571,525.785714285714,112.150501848788,5,20,60,NoLoad,Speed_Max,53,529.22641509434,113.962315213514,3,465,48.5695377783236,0.525785714285714,35.49110175247928,5,0.915098,5.435746,0.409523
19001,NoLoad_Speed_Mid,930,54,0.907407407407407,568.777777777778,146.549839119366,10,20,60,NoLoad,Speed_Mid,49,579.979591836735,148.990700184597,5,459,39.8559907667593,0.568777777777778,30.27935143582727,10,0.887152,4.046769,0.407113
19002,Load_Accuracy_Max,680,39,0.974358974358974,946.410256410256,404.239423449749,80,20,60,Load,Accuracy_Max,38,949.342105263158,409.245269504321,1,835,NA,0.946410256410256,18.423191547006205,80,1.942935,2.032534,0.436825
19002,Load_Accuracy_Mid,560,37,0.918918918918919,1024.45945945946,545.951188019313,40,20,60,Load,Accuracy_Mid,34,957.147058823529,343.733611827791,3,1787.33333333333,1570.22811506269,1.02445945945946,14.773776546629726,40,2.065315,2.118881,0.397077
19002,Load_Neutral,820,42,0.98780487804878,844.647192285876,288.304769551432,20,20,60,Load,Neutral,83,840.168674698795,289.491978037772,1,1134,NA,0.844647192285876,23.101000394194383,20,2.152192,3.329726,0.445079
19002,Load_Speed_Max,890,47,0.957446808510638,713.063829787234,157.463371069249,5,20,60,Load,Speed_Max,45,705.133333333333,149.968724012103,2,891.5,290.620887067671,0.713063829787234,26.556066121620805,5,1.202322,4.628182,0.530609
19002,Load_Speed_Mid,870,45,0.977777777777778,772.644444444444,227.741495755361,10,20,60,Load,Speed_Mid,44,769.022727272727,229.059806208545,1,932,NA,0.772644444444444,25.022289970951157,10,1.618001,3.374497,0.462828
19002,NoLoad_Accuracy_Max,1020,51,1,624.921568627451,123.266839520977,80,20,60,NoLoad,Accuracy_Max,51,624.921568627451,123.266839520977,0,NA,NA,0.6249215686274511,32.00401619026701,80,1.138755,5.263502,0.478744
19002,NoLoad_Accuracy_Mid,920,49,0.979591836734694,672.204081632653,152.803247619261,40,20,60,NoLoad,Accuracy_Mid,48,660.979166666667,132.439868263577,1,1211,NA,0.672204081632653,27.931264800534347,40,1.259451,4.311058,0.506683
19002,NoLoad_Neutral,980,53,0.962264150943396,590.594339622642,124.411237649641,20,20,60,NoLoad,Neutral,102,593.343137254902,126.814395839117,4,520.5,125.712635270551,0.590594339622642,31.30840375061894,20,1.251114,4.605763,0.427532
19002,NoLoad_Speed_Max,985,53,0.943396226415094,591.811320754717,117.833823112788,5,20,60,NoLoad,Speed_Max,50,580.7,108.93796212449,3,777,125.391387264038,0.591811320754717,31.40343046610979,5,1.087645,4.878409,0.468669
19002,NoLoad_Speed_Mid,1020,51,1,615.921568627451,117.379869336655,10,20,60,NoLoad,Speed_Mid,51,615.921568627451,117.379869336655,0,NA,NA,0.6159215686274511,32.47166687889978,10,1.171888,5.231359,0.485517
19003,Load_Accuracy_Max,900,45,1,757.066666666667,129.336488558826,80,20,60,Load,Accuracy_Max,45,757.066666666667,129.336488558826,0,NA,NA,0.757066666666667,26.417752729834437,80,1.219988,5.041393,0.581211
19003,Load_Accuracy_Mid,1000,50,1,626.76,116.041435245681,40,20,60,Load,Accuracy_Mid,50,626.76,116.041435245681,0,NA,NA,0.62676,31.910141042823412,40,1.02307,5.117404,0.488714
19003,Load_Neutral,770,52.5,0.866835994194485,574.750362844703,118.934874160742,20,20,60,Load,Neutral,91,573.692307692308,111.256929103334,14,580.928571428571,176.34165452575,0.5747503628447029,25.53010962038166,20,1.085879,5.493983,0.424918
19003,Load_Speed_Max,900,55,0.854545454545454,515.018181818182,159.790081149207,5,20,60,Load,Speed_Max,47,534.468085106383,163.407180282852,8,400.75,63.5267097931481,0.515018181818182,31.77292946409655,5,0.963461,3.239996,0.316074
19003,Load_Speed_Mid,730,50,0.82,636.16,183.168970725761,10,20,60,Load,Speed_Mid,41,633.317073170732,190.551625422665,9,649.111111111111,154.010912311794,0.63616,22.95020120724346,10,0.89672,3.213767,0.450807
19003,NoLoad_Accuracy_Max,420,46,0.891304347826087,738.826086956522,136.925820038577,80,20,60,NoLoad,Accuracy_Max,41,733.560975609756,137.399790534864,5,782,139.719361578845,0.738826086956522,12.358029776966994,80,1.024628,3.630104,0.575162
19003,NoLoad_Accuracy_Mid,820,47,0.957446808510638,715.191489361702,131.525933679797,40,20,60,NoLoad,Accuracy_Mid,45,712.333333333333,125.295831752479,2,779.5,310.419876940894,0.715191489361702,24.39459748914141,40,1.186137,5.699424,0.561535
19003,NoLoad_Neutral,890,50.5,0.943396226415094,640.511988993711,123.85405362801,20,20,60,NoLoad,Neutral,95,644.294736842105,139.071149223959,6,528.666666666667,52.7509873525289,0.6405119889937111,27.690112537109595,20,1.316119,4.492748,0.471478
19003,NoLoad_Speed_Max,665,57,0.666666666666667,493.333333333333,113.497849780346,5,20,60,NoLoad,Speed_Max,38,512.657894736842,117.633713754452,19,454.684210526316,96.2670202160976,0.49333333333333296,23.648648648648685,5,0.599298,1.525892,0.383842
19003,NoLoad_Speed_Mid,910,53,0.905660377358491,578.490566037736,125.975977966728,10,20,60,NoLoad,Speed_Mid,48,583.770833333333,125.137922136887,5,527.8,136.980655568588,0.578490566037736,29.680365296803675,10,1.162452,5.38332,0.419776
19005,Load_Accuracy_Max,800,45,0.977777777777778,754.111111111111,218.799536959605,80,20,60,Load,Accuracy_Max,44,759.75,217.996386251251,1,506,NA,0.754111111111111,23.57448062472377,80,1.683732,3.667852,0.451679
19005,Load_Accuracy_Mid,900,45,1,761.066666666667,354.139828573147,40,20,60,Load,Accuracy_Mid,45,761.066666666667,354.139828573147,0,NA,NA,0.761066666666667,26.278906797477212,40,2.031536,4.628366,0.42918
19005,Load_Neutral,840,46,0.956521739130435,740.608695652174,216.742366959827,20,20,60,Load,Neutral,88,736.897727272727,213.418860716943,4,822.25,318.855636090483,0.740608695652174,24.656569214512167,20,1.527869,3.70039,0.493442
19005,Load_Speed_Max,830,54,0.814814814814815,549.425925925926,190.001251421087,5,20,60,Load,Speed_Max,44,574.75,198.860021471222,10,438,81.9905143565062,0.549425925925926,27.97532778320807,5,1.154885,2.550626,0.284686
19005,Load_Speed_Mid,790,53,0.830188679245283,570.490566037736,171.26706794692,10,20,60,Load,Speed_Mid,44,597.113636363636,173.241089694571,9,440.333333333333,79.9171445936352,0.5704905660377361,26.12779468183621,10,1.123893,4.064584,0.359609
19005,NoLoad_Accuracy_Max,700,50,0.94,648.82,240.967157555564,80,20,60,NoLoad,Accuracy_Max,47,654.68085106383,247.118621963216,3,557,67.7347768875044,0.6488200000000001,21.577633241885255,80,1.344072,4.093305,0.408238
19005,NoLoad_Accuracy_Mid,1020,51,1,625.705882352941,158.329693250211,40,20,60,NoLoad,Accuracy_Mid,51,625.705882352941,158.329693250211,0,NA,NA,0.625705882352941,31.96389959575069,40,1.496945,3.585505,0.395187
19005,NoLoad_Neutral,960,51,0.971153846153846,630.716923076923,158.568132258579,20,20,60,NoLoad,Neutral,99,630.737373737374,158.423585253146,3,618.666666666667,227.939319410525,0.630716923076923,29.880526677822058,20,1.485455,4.951885,0.446299
19005,NoLoad_Speed_Max,845,56,0.803571428571429,519.982142857143,120.636115664412,5,20,60,NoLoad,Speed_Max,45,539.022222222222,119.10031846551,11,442.090909090909,96.5571898363395,0.519982142857143,29.01885366942548,5,1.075634,3.61478,0.327941
19005,NoLoad_Speed_Mid,700,56,0.75,521.928571428571,153.884827906263,10,20,60,NoLoad,Speed_Mid,42,532.880952380952,154.128106738764,14,489.071428571429,153.998733404239,0.521928571428571,23.949637334063247,10,0.720418,3.066251,0.357307
19006,Load_Accuracy_Max,620,36,0.972222222222222,1095.52777777778,358.107923565836,80,20,60,Load,Accuracy_Max,35,1098.91428571429,362.750714227097,1,977,NA,1.09552777777778,15.720479728187781,80,2.82642,2.371893,0.316509
19006,Load_Accuracy_Mid,780,42,0.976190476190476,843,293.657341379952,40,20,60,Load,Accuracy_Mid,41,845.634146341463,296.802607476548,1,735,NA,0.843,22.030164378918816,40,2.30193,3.238562,0.338772
19006,Load_Neutral,750,39.5,0.973978919631094,981.079051383399,409.399025029021,20,20,60,Load,Neutral,77,914.285714285714,454.803597204414,2,1911,69.2964645562817,0.981079051383399,19.324800339493382,20,2.261326,2.932604,0.31828
19006,Load_Speed_Max,735,43,0.883720930232558,831.674418604651,258.031995148833,5,20,60,Load,Speed_Max,38,833.026315789474,266.067913179883,5,821.4,210.044757135235,0.831674418604651,20.552541804149662,5,1.713878,3.286688,0.439267
19006,Load_Speed_Mid,770,43,0.930232558139535,811.53488372093,292.767366516506,10,20,60,Load,Speed_Mid,40,786.575,268.819059105677,3,1144.33333333333,460.687891455086,0.81153488372093,22.065566254011934,10,1.805466,3.124803,0.385557
19006,NoLoad_Accuracy_Max,320,41,0.878048780487805,884.634146341463,425.635099357276,80,20,60,NoLoad,Accuracy_Max,36,806.138888888889,303.588269374143,5,1449.8,741.944876658637,0.884634146341463,8.82271850013787,80,1.751025,2.620323,0.389122
19006,NoLoad_Accuracy_Mid,540,39,0.897435897435897,972.692307692308,477.241258299701,40,20,60,NoLoad,Accuracy_Mid,35,973.114285714286,496.129120493527,4,969,308.701581898549,0.972692307692308,14.234875444839828,40,2.006861,3.393725,0.387288
19006,NoLoad_Neutral,840,47,0.947165532879819,715.518820861678,248.63620079193,20,20,60,NoLoad,Neutral,89,714.719101123595,262.038251404605,5,685.6,172.154872135528,0.7155188208616781,24.99811436637324,20,1.753014,3.601871,0.354978
19006,NoLoad_Speed_Max,895,56,0.839285714285714,529.196428571429,128.514084073283,5,20,60,NoLoad,Speed_Max,47,532.106382978723,126.934120886893,9,514,143.497386735787,0.529196428571429,30.20077610933014,5,0.839084,6.247657,0.401256
19006,NoLoad_Speed_Mid,840,48,0.916666666666667,708.666666666667,263.929659659969,10,20,60,NoLoad,Speed_Mid,44,663.227272727273,166.077295486499,4,1208.5,576.707031342605,0.708666666666667,24.69426152398871,10,1.492931,4.385353,0.443723
19007,Load_Accuracy_Max,540,32,0.96875,1233.375,406.817526662753,80,20,60,Load,Accuracy_Max,31,1203.25806451613,375.53259669807,1,2167,NA,1.233375,13.681970203709334,80,2.196788,2.230262,0.561066
19007,Load_Accuracy_Mid,460,32,0.90625,1285.8125,536.175671591365,40,20,60,Load,Accuracy_Mid,29,1278.51724137931,558.013416421509,3,1356.33333333333,297.439629729015,1.2858125,11.179701550575997,40,1.535911,2.371564,0.730335
19007,Load_Neutral,550,34.5,0.897727272727273,1157.64898989899,562.259341533735,20,20,60,Load,Neutral,62,1149.43548387097,574.538863442239,7,1197,493.876502781819,1.1576489898989901,13.742586092939154,20,1.883993,2.10112,0.445269
19007,Load_Speed_Max,590,32,0.9375,1286.78125,670.525395077284,5,20,60,Load,Speed_Max,30,1264.3,681.648364703861,2,1624,469.518902707868,1.28678125,14.328387206450204,5,2.066653,2.356238,0.516945
19007,Load_Speed_Mid,570,33,0.909090909090909,1232.60606060606,674.161142615118,10,20,60,Load,Speed_Mid,30,1238.93333333333,686.433508010456,3,1169.33333333333,658.040525601071,1.23260606060606,14.013177303569677,10,2.14217,1.961433,0.414208
19007,NoLoad_Accuracy_Max,580,44,0.931818181818182,817.5,313.77569384277,80,20,60,NoLoad,Accuracy_Max,41,792.463414634146,287.077437075868,3,1159.66666666667,529.197820605238,0.8175,16.12454823464,80,1.452425,5.099171,0.520278
19007,NoLoad_Accuracy_Mid,500,49,0.836734693877551,668.061224489796,246.720524089105,40,20,60,NoLoad,Accuracy_Mid,41,670.390243902439,254.771454253492,8,656.125,215.176630103869,0.668061224489796,15.274171376202833,40,0.820652,3.531906,0.455527
19007,NoLoad_Neutral,640,51,0.813823642664613,623.156911821332,204.769740936777,20,20,60,NoLoad,Neutral,83,625.349397590361,220.078834751846,19,605.105263157895,194.421333630752,0.6231569118213319,20.14411694463181,20,0.791821,3.376364,0.442176
19007,NoLoad_Speed_Max,525,46,0.5,420.195652173913,188.286379936429,5,20,60,NoLoad,Speed_Max,23,472.086956521739,214.426701407917,23,368.304347826087,144.588895204994,0.420195652173913,17.848828185627813,5,0.389541,-0.028288,0.315444
19007,NoLoad_Speed_Mid,840,54,0.851851851851852,562.333333333333,202.81220982187,10,20,60,NoLoad,Speed_Mid,46,562.304347826087,194.154104837165,8,562.5,262.875853371348,0.562333333333333,27.662517289073325,10,1.316955,3.582519,0.375824
19008,Load_Accuracy_Max,560,28,1,1565.42857142857,793.886195247966,80,20,60,Load,Accuracy_Max,28,1565.42857142857,793.886195247966,0,NA,NA,1.56542857142857,12.776054024457029,80,2.716445,1.391037,0.535476
19008,Load_Accuracy_Mid,420,21,1,2083.14285714286,989.494986632792,40,20,60,Load,Accuracy_Mid,21,2083.14285714286,989.494986632792,0,NA,NA,2.08314285714286,9.600877794541203,40,3.340795,1.2426,0.510946
19008,Load_Neutral,420,21,1,2277.92677345538,1642.76230236948,20,20,60,Load,Neutral,42,2251.33333333333,1690.51765295703,0,NA,NA,2.27792677345538,8.779913486710576,20,4.137426,1.50994,0.202007
19008,Load_Speed_Max,540,27,1,1626.96296296296,1165.46733714854,5,20,60,Load,Speed_Max,27,1626.96296296296,1165.46733714854,0,NA,NA,1.62696296296296,12.29284283372794,5,3.040015,1.697041,0.366852
19008,Load_Speed_Mid,430,26,0.884615384615385,1567.03846153846,611.943819693882,10,20,60,Load,Speed_Mid,23,1433.86956521739,502.633365779926,3,2588,366.623785371326,1.56703846153846,10.553960189480419,10,2.464293,2.379471,0.756139
19008,NoLoad_Accuracy_Max,420,36,0.916666666666667,1094.63888888889,723.979287500795,80,20,60,NoLoad,Accuracy_Max,33,1014.51515151515,685.198836160539,3,1976,624.077719518971,1.09463888888889,10.658004922983242,80,2.298306,3.18917,0.405765
19008,NoLoad_Accuracy_Mid,820,44,0.977272727272727,820.772727272727,326.905566596011,40,20,60,NoLoad,Accuracy_Mid,43,799.744186046512,299.151585481918,1,1725,NA,0.820772727272727,22.705875837625285,40,1.954808,3.283806,0.381058
19008,NoLoad_Neutral,780,45,0.934288537549407,781.242588932806,286.380615209578,20,20,60,NoLoad,Neutral,84,776.678571428571,291.06949282906,6,832.333333333333,387.201067491641,0.7812425889328061,22.235784054868507,20,1.627379,3.677369,0.436692
19008,NoLoad_Speed_Max,780,44,0.909090909090909,802.340909090909,402.089423305361,5,20,60,NoLoad,Speed_Max,40,792.475,406.241054339378,4,901,397.070942443958,0.802340909090909,22.094439566042542,5,1.412379,4.205879,0.432796
19008,NoLoad_Speed_Mid,820,44,0.954545454545455,814.818181818182,307.58332376298,10,20,60,NoLoad,Speed_Mid,42,798.47619047619,288.125162343342,2,1158,646.295598004504,0.814818181818182,22.87180631484995,10,2.103522,4.165054,0.393024
19009,Load_Accuracy_Max,640,37,0.972972972972973,1008.81081081081,547.038280086394,80,20,60,Load,Accuracy_Max,36,960.194444444444,466.74500958045,1,2759,NA,1.00881081081081,17.146225151369038,80,2.297484,2.605185,0.391522
19009,Load_Accuracy_Mid,600,39,0.923076923076923,968.461538461538,421.865833383693,40,20,60,Load,Accuracy_Mid,36,927.944444444444,370.024705309906,3,1454.66666666667,775.391728955973,0.968461538461538,15.885623510722798,40,2.027335,3.11966,0.475452
19009,Load_Neutral,590,31.5,0.972972972972973,1390.37474012474,756.557939622059,20,20,60,Load,Neutral,61,1334.67213114754,821.774740451248,2,1238.5,478.711290863293,1.39037474012474,13.607064608510923,20,2.713091,2.049192,0.380983
19009,Load_Speed_Max,590,37,0.837837837837838,1041.97297297297,679.932859695495,5,20,60,Load,Speed_Max,31,1084.09677419355,729.616993352846,6,824.333333333333,258.331311820048,1.0419729729729699,15.303608020128186,5,1.354047,1.365816,0.447806
19009,Load_Speed_Mid,710,37,0.972972972972973,1055.67567567568,562.375124610594,10,20,60,Load,Speed_Mid,36,1009.77777777778,495.106171073357,1,2708,NA,1.05567567567568,18.177163338453585,10,2.459753,2.009879,0.368539
19009,NoLoad_Accuracy_Max,540,37,0.945945945945946,1058.02702702703,758.295767805328,80,20,60,NoLoad,Accuracy_Max,35,984.742857142857,611.651685907878,2,2340.5,2122.02745034083,1.05802702702703,13.794160472066794,80,2.148599,3.875658,0.532812
19009,NoLoad_Accuracy_Mid,640,41,0.926829268292683,927.80487804878,403.223462828752,40,20,60,NoLoad,Accuracy_Mid,38,888.684210526316,350.298568040153,3,1423.33333333333,764.371855403725,0.92780487804878,16.824395373291285,40,1.884368,3.513379,0.508014
19009,NoLoad_Neutral,750,44.5,0.921717171717172,790.40303030303,376.918882049179,20,20,60,NoLoad,Neutral,82,784.268292682927,374.656255581609,7,860.142857142857,426.954497408263,0.79040303030303,21.341880309112238,20,1.258561,2.928435,0.471922
19009,NoLoad_Speed_Max,690,45,0.822222222222222,752.266666666667,469.051383112767,5,20,60,NoLoad,Speed_Max,37,797.621621621622,506.22746047774,8,542.5,61.7506506616963,0.752266666666667,20.678246484698082,5,0.955235,1.858167,0.413842
19009,NoLoad_Speed_Mid,820,47,0.914893617021277,730.553191489362,386.335335782757,10,20,60,NoLoad,Speed_Mid,43,736.302325581395,394.136641454864,4,668.75,328.935023978901,0.730553191489362,23.881640260950615,10,1.483146,4.534978,0.415181
19010,Load_Accuracy_Max,920,46,1,738.760869565217,241.364563797184,80,20,60,Load,Accuracy_Max,46,738.760869565217,241.364563797184,0,NA,NA,0.738760869565217,27.07235970926641,80,1.88292,2.912331,0.398406
19010,Load_Accuracy_Mid,680,49,0.897959183673469,655.040816326531,230.280169864131,40,20,60,Load,Accuracy_Mid,44,652.25,240.50645448961,5,679.6,117.011965200145,0.655040816326531,21.185780602548483,40,1.30065,3.331907,0.401641
19010,Load_Neutral,820,49,0.919583333333333,660.467083333333,261.640566208575,20,20,60,Load,Neutral,90,642.177777777778,205.301618495335,8,860.25,611.198529822465,0.660467083333333,25.411309294369314,20,1.31374,3.919955,0.405045
19010,Load_Speed_Max,965,52,0.942307692307692,584.115384615385,184.996942618738,5,20,60,Load,Speed_Max,49,588,189.008267014964,3,520.666666666667,94.452810087013,0.584115384615385,31.770593270560312,5,1.415767,3.529031,0.335342
19010,Load_Speed_Mid,940,50,0.96,627.24,286.93059389735,10,20,60,Load,Speed_Mid,48,637.166666666667,288.635626391988,2,389,16.9705627484771,0.62724,29.97257827944646,10,1.475079,3.744217,0.35227
19010,NoLoad_Accuracy_Max,780,54,0.944444444444444,564.388888888889,145.954944801297,80,20,60,NoLoad,Accuracy_Max,51,568.666666666667,148.36396687426,3,491.666666666667,76.3500709451755,0.564388888888889,25.593070184073145,80,1.082451,4.915072,0.412612
19010,NoLoad_Accuracy_Mid,780,54,0.907407407407407,569.888888888889,200.174043768772,40,20,60,NoLoad,Accuracy_Mid,49,587.673469387755,201.658993079396,5,395.6,32.8831263720468,0.569888888888889,25.346071358939312,40,1.136825,4.659373,0.353673
19010,NoLoad_Neutral,1030,55.5,0.963450292397661,538.967348927875,176.469151452932,20,20,60,NoLoad,Neutral,107,541.775700934579,180.24790624546,4,441.5,150.089973016188,0.538967348927875,34.395426240165826,20,1.563652,3.814887,0.294512
19010,NoLoad_Speed_Max,960,53,0.924528301886792,586.396226415094,331.423058690309,5,20,60,NoLoad,Speed_Max,49,588.040816326531,344.410121269183,4,566.25,73.7309297377973,0.586396226415094,30.889024743395858,5,1.030375,4.134427,0.392281
19010,NoLoad_Speed_Mid,880,56,0.857142857142857,517.660714285714,178.16899809764,10,20,60,NoLoad,Speed_Mid,48,529.125,177.871651670763,8,448.875,175.160691529643,0.517660714285714,30.356342060781678,10,1.018876,2.631166,0.297658
19011,Load_Accuracy_Max,440,32,0.9375,1285.25,716.44971459858,80,20,60,Load,Accuracy_Max,30,1250.46666666667,688.332203945526,2,1807,1261.4784976368,1.28525,10.698307722233029,80,2.458858,2.37514,0.509376
19011,Load_Accuracy_Mid,480,42,0.857142857142857,868.285714285714,370.587752401459,40,20,60,Load,Accuracy_Mid,36,823.555555555555,375.69170069121,6,1136.66666666667,193.131733971056,0.868285714285714,13.162224415926284,40,1.532407,3.953242,0.435969
19011,Load_Neutral,490,33.5,0.86524500907441,1232.67967332123,553.777192051401,20,20,60,Load,Neutral,58,1098.03448275862,349.92580494373,9,1866.55555555556,1242.42676958353,1.23267967332123,11.852065608912788,20,2.260113,2.69644,0.53961
19011,Load_Speed_Max,685,38,0.921052631578947,1006.97368421053,817.734229171699,5,20,60,Load,Speed_Max,35,1037.22857142857,845.490949814655,3,654,123.745706996243,1.00697368421053,17.901476545145623,5,1.361972,2.3849,0.474722
19011,Load_Speed_Mid,660,39,0.897435897435897,971.717948717949,432.494961864051,10,20,60,Load,Speed_Mid,35,931.771428571429,387.251254941519,4,1321.25,698.729978842566,0.9717179487179489,17.415626566746695,10,1.889782,2.174279,0.431196
19011,NoLoad_Accuracy_Max,680,39,0.974358974358974,983.538461538462,267.55834052977,80,20,60,NoLoad,Accuracy_Max,38,988.342105263158,269.440188049201,1,801,NA,0.983538461538462,17.727723030397787,80,1.959033,2.732848,0.553284
19011,NoLoad_Accuracy_Mid,780,45,0.955555555555556,775.466666666667,225.640865093183,40,20,60,NoLoad,Accuracy_Mid,43,782.372093023256,228.425253300757,2,627,50.9116882454314,0.7754666666666671,22.352132049518598,40,1.343812,3.215172,0.502499
19011,NoLoad_Neutral,800,47,0.925850340136054,731.98843537415,195.10942301398,20,20,60,NoLoad,Neutral,87,731.48275862069,197.828200194769,7,706,266.543304799301,0.7319884353741499,23.2708780388523,20,2.398501,4.581088,0.350504
19011,NoLoad_Speed_Max,750,45,0.866666666666667,768.088888888889,257.574245450107,5,20,60,NoLoad,Speed_Max,39,720.641025641026,191.090153314233,6,1076.5,417.867323441305,0.7680888888888889,21.6988774447402,5,1.230701,3.266597,0.518041
19011,NoLoad_Speed_Mid,840,48,0.916666666666667,701.166666666667,356.003187490711,10,20,60,NoLoad,Speed_Mid,44,714.340909090909,365.611557955684,4,556.25,197.628228415545,0.7011666666666669,24.958402662229616,10,1.499231,3.92416,0.356444
19012,Load_Accuracy_Max,640,47,0.936170212765957,698.042553191489,242.00098431769,80,20,60,Load,Accuracy_Max,44,710.5,244.513993512142,3,515.333333333333,89.8461648226196,0.698042553191489,19.507437210436425,80,1.420922,2.852574,0.378075
19012,Load_Accuracy_Mid,900,51,0.96078431372549,614.196078431373,237.22074273619901,40,20,60,Load,Accuracy_Mid,49,613.69387755102,238.472937325674,2,626.5,289.206673505298,0.614196078431373,28.731962712297236,40,1.81706,5.619305,0.330757
19012,Load_Neutral,800,49,0.906666666666667,657.500833333333,223.05362375601,20,20,60,Load,Neutral,89,662.426966292135,231.602121969811,9,604.333333333333,156.651683680706,0.6575008333333331,24.74014608346507,20,1.284974,3.257761,0.40658
19012,Load_Speed_Max,890,52,0.884615384615385,577.288461538462,167.925209372163,5,20,60,Load,Speed_Max,46,591.04347826087,173.730820718814,6,471.833333333333,30.0227691372176,0.577288461538462,29.64788966987574,5,0.805216,4.799431,0.424176
19012,Load_Speed_Mid,860,49,0.918367346938776,644.510204081633,219.064690069792,10,20,60,Load,Speed_Mid,45,646.6,228.2546823178,4,621,53.7649204097492,0.644510204081633,27.231563281720028,10,1.172834,5.046108,0.42638
19012,NoLoad_Accuracy_Max,600,45,0.933333333333333,786.911111111111,256.435249865804,80,20,60,NoLoad,Accuracy_Max,42,792.404761904762,264.069194509633,3,710,87.6070773396762,0.786911111111111,16.943887492587013,80,1.469866,3.470023,0.483729
19012,NoLoad_Accuracy_Mid,780,45,0.955555555555556,782.222222222222,355.477073093258,40,20,60,NoLoad,Accuracy_Mid,43,775.441860465116,358.768482339608,2,928,330.925973595304,0.7822222222222219,22.159090909090956,40,1.813801,4.859343,0.437487
19012,NoLoad_Neutral,770,51.5,0.872264150943396,613.96320754717,200.970166795656,20,20,60,NoLoad,Neutral,90,618.811111111111,213.622942758752,13,573.769230769231,150.955376323686,0.6139632075471699,24.253189531054794,20,0.843878,3.405637,0.431659
19012,NoLoad_Speed_Max,855,54,0.833333333333333,562.851851851852,132.400394374293,5,20,60,NoLoad,Speed_Max,45,571.488888888889,135.761090660667,9,519.666666666667,110.665035128536,0.5628518518518519,28.13055208264787,5,1.132725,5.087941,0.395806
19012,NoLoad_Speed_Mid,930,51,0.941176470588235,626.56862745098,178.897652852346,10,20,60,NoLoad,Speed_Mid,48,627.375,181.996682808208,3,613.666666666667,146.486631927058,0.62656862745098,29.10342669378814,10,1.287877,4.072325,0.413165
19013,Load_Accuracy_Max,440,42,0.904761904761905,834.880952380952,459.406149145004,80,20,60,Load,Accuracy_Max,38,837.052631578947,477.259855977876,4,814.25,272.998626370171,0.834880952380952,12.548124910879826,80,1.598019,3.277091,0.378978
19013,Load_Accuracy_Mid,920,52,0.961538461538462,588.269230769231,173.435880154272,40,20,60,Load,Accuracy_Mid,50,595.64,171.585970598189,2,404,144.249783362056,0.588269230769231,30.07518796992485,40,1.391675,4.146538,0.36938
19013,Load_Neutral,770,50.5,0.881372549019608,619.88431372549,181.663581598392,20,20,60,Load,Neutral,89,628.280898876405,192.792987705139,12,556.583333333333,109.228250036612,0.6198843137254899,24.609272444890124,20,1.088358,5.469882,0.450669
19013,Load_Speed_Max,860,53,0.849056603773585,565.735849056604,204.263512964485,5,20,60,Load,Speed_Max,45,566.022222222222,183.836202895266,8,564.125,312.270229814773,0.565735849056604,28.68196371398079,5,1.287516,3.946101,0.335892
