Subject,posterior_alpha,posterior_beta,frontal_theta,frontal_theta_beta_ratio,global_alpha,global_beta,IAF,aperiodic_exponent,n_bad_channels,n_epochs_total,n_epochs_kept,flag_low_epochs,qc_flag,processing_failed,error
19219,-22.711698797446456,-23.855059933617568,-21.803200159709792,2.3640807725567647,-22.888291995058594,-23.849932009711285,9.5,1.5939413496870327,0.0,589.0,496.0,False,False,,
19220,-20.083107010348545,-23.153273493667434,-21.02468313163275,2.4114697746987446,-20.34201682454866,-23.2946267684305,10.0,1.8409750494176949,1.0,589.0,513.0,False,False,,
19221,-21.908874441243462,-23.598547360542774,-21.481645277441558,2.300926451336178,-22.070857532464462,-23.651176202720443,9.0,1.640914809073711,0.0,589.0,443.0,False,False,,
19225,-19.72485578529042,-22.525205511775905,-20.36818766188917,2.686838425554331,-20.117986211297044,-22.7315406939516,8.5,1.501476060411797,1.0,589.0,552.0,False,False,,
19226,-21.62999034959466,-24.027084332620028,-21.25508194733647,2.9024939688275637,-21.952935697906177,-24.177407252001213,10.5,1.870861320925983,0.0,589.0,510.0,False,False,,
19227,-20.59342987340803,-23.951901043132043,-22.348366763139893,2.1155153886321827,-21.280298029706117,-24.01369108011371,9.5,1.6365941991196202,3.0,589.0,509.0,False,False,,
19236,-20.31805575061347,-22.454937610419403,-20.597358313472434,1.9335045905357404,-20.859132536421043,-22.604375917036478,8.0,1.513716297887156,2.0,589.0,580.0,False,False,,
19239,-21.03741265872545,-23.232534437176444,-22.013057201625475,1.7098366372770037,-21.709001664681566,-23.35318966283411,10.0,1.6372998346379963,1.0,589.0,518.0,False,False,,
19240,-20.66671090674294,-22.882558905296825,-21.17941719814808,1.854907014353568,-21.478070841192025,-23.11365251548996,10.5,1.3142258881079512,2.0,589.0,476.0,False,False,,
19241,-20.784917787996623,-22.319845348562012,-21.9307060305127,0.525318635961284,-21.260717923034782,-22.343860360355354,12.0,0.8318823346877517,2.0,589.0,449.0,False,False,,
19242,-19.308604199769647,-23.151711843374464,-22.025148555191457,1.6565407086635808,-20.22734938030199,-23.550494918117884,9.5,1.7351121462476111,1.0,589.0,588.0,False,False,,
19244,-22.1702863744113,-22.933332366936536,-22.48186314679966,0.830995682092027,-22.4386577887468,-23.321376213111975,9.0,1.2888844602929568,1.0,589.0,587.0,False,False,,
19245,-21.338700687262435,-24.09324376332722,-22.66317665009665,1.8215520432722165,-21.833593335005375,-24.185149041602926,9.5,1.6040904538525977,0.0,589.0,587.0,False,False,,
19246,-21.308410528838515,-24.11633378711452,-22.707756718529858,1.3654092831815916,-21.621403236571453,-23.94459448528109,10.0,1.4525592571348835,0.0,589.0,503.0,False,False,,
19248,-20.836092133256763,-22.976262636915337,-21.888110363748858,1.6922970708014198,-21.558228058647824,-23.30920465874263,11.0,1.4570938698432523,1.0,589.0,576.0,False,False,,
19249,-21.171709762164085,-23.32778239176621,-20.85137678699274,2.9859109217460826,-22.066592342520796,-23.58702821975472,11.5,1.6320916160471874,1.0,589.0,577.0,False,False,,
19250,-22.021284672548227,-23.84697674448464,-21.291197123569024,1.6675682787350148,-21.750861148625994,-23.514794980394313,8.5,1.9015110931953263,1.0,589.0,526.0,False,False,,
19253,-21.353367144663178,-23.19016316945811,-21.369811296575833,0.9937437025326545,-21.615981661511725,-22.91979915892317,7.0,1.419743887988832,1.0,1187.0,829.0,False,False,,
19254,-22.31792392429497,-23.751782275755723,-22.2374197230746,1.872932304455965,-22.623354157078495,-23.976064959048298,7.0,1.4269966219790673,1.0,589.0,542.0,False,False,,
19255,-21.376040851226303,-22.85806466439756,-21.054828466740062,1.9577442882123357,-21.719994613334386,-23.008171848656342,7.0,1.6924273413965567,1.0,589.0,556.0,False,False,,
19256,-22.008100433882724,-23.045832035227775,-22.680864657996796,0.5672583949985004,-22.2619615745598,-22.815072577180178,11.0,0.6398175382043935,1.0,589.0,570.0,False,False,,
19257,-21.85031332872728,-23.231301020155406,-21.84159824953433,1.3086518291175153,-22.142645276103785,-23.23336213165531,7.0,1.4711053550503352,0.0,589.0,495.0,False,False,,
19258,-20.229692556380844,-23.16533877906676,-21.702764202380482,1.3936755674888985,-20.910518852188755,-23.1675732070115,10.0,1.4276137367949222,0.0,589.0,581.0,False,False,,
19259,-21.039296426683414,-23.02161825234935,-22.4373134498487,1.233367481975499,-21.59109693350908,-22.860562350362745,9.5,1.074402279212002,1.0,589.0,471.0,False,False,,
19260,-22.50786482034392,-23.834538652172835,-22.271684405227763,1.7456038094227466,-22.14035856810473,-23.804847795101235,10.5,1.513494781161952,8.0,589.0,437.0,False,False,,
19261,-20.235458879594933,-22.90565799324957,-21.989852176930288,1.2324611345517589,-20.907533656564432,-22.92617242396585,10.5,1.0750691347362673,2.0,589.0,578.0,False,False,,
19263,-21.57714985262702,-23.38749650195691,-21.348744105113987,1.153942941829257,-21.740187477143706,-23.14585025544811,9.5,1.4676259358176307,2.0,589.0,103.0,False,False,,
19265,-19.448954578338657,-22.879311976285067,-22.227904913177458,1.491719516346759,-19.970675746197436,-23.289702510300636,10.0,1.72710892122465,0.0,589.0,586.0,False,False,,
19266,-21.597437365238942,-23.259838114185204,-21.3335594456656,1.822895732038333,-21.784356548888873,-23.18988472992474,10.5,1.7519880815778215,2.0,589.0,550.0,False,False,,
19267,-19.240194267944734,-22.804234825065084,-20.074134818310327,3.3121454928712133,-19.822167938323382,-23.119383344438745,9.5,2.2078352469391826,1.0,589.0,561.0,False,False,,
19268,-20.91185063790367,-22.812414506833708,-20.452738911169725,1.8944339267785857,-20.905469320514502,-22.49490774665669,9.5,1.500982499179301,0.0,589.0,496.0,False,False,,
19272,-20.03362849401441,-22.706436042689013,-20.704984377212018,2.421802536982131,-20.580275052228796,-22.68087756039119,8.5,1.7390679617819615,0.0,589.0,496.0,False,False,,
19273,-20.69268873526299,-23.320855928835474,-21.367928219222158,2.6866586356423916,-21.290197324657093,-23.773537770096397,10.5,1.5707085090080448,0.0,1188.0,899.0,False,False,,
19274,-21.337149076325975,-22.147732432498067,-22.449969020137072,0.668229948174627,-21.899679432733535,-22.79719740829675,10.5,1.2919343495241746,1.0,589.0,517.0,False,False,,
19276,-22.58074110375644,-23.427881417941748,-22.339106176239074,1.6901360512745853,-22.781175844099547,-23.66614058716364,12.5,1.3567943845555015,0.0,589.0,564.0,False,False,,
19277,-20.50247449956859,-23.20120094469144,-19.833857073126403,3.538787619954192,-21.048549509482488,-23.180927795813712,9.5,1.509203950027228,0.0,589.0,588.0,False,False,,
19278,-19.96606672036772,-23.14392204375274,-21.937768228449425,1.6590509739704835,-20.59438872060941,-23.368808196917364,10.5,1.8427886312918784,1.0,589.0,455.0,False,False,,
19279,-20.279341809821336,-23.315362582688447,-21.74320372248866,1.9779161671646257,-20.85367703697147,-23.481237711438066,9.5,1.5126873294115328,1.0,589.0,570.0,False,False,,
19281,-21.547226982721202,-23.433332144657832,-21.127452184097415,2.5733161385392727,-22.118566280895696,-23.797922443281735,7.0,1.8032555442235418,1.0,589.0,527.0,False,False,,
19283,-21.579110989474966,-22.680647506555285,-21.795121223553124,1.4165566032274057,-21.933777883490453,-23.087293416011775,10.5,1.3793141375747417,1.0,589.0,586.0,False,False,,
19284,-20.872576550839327,-23.769656040283614,-21.32197425930899,2.8975452337055074,-21.333025721465766,-23.934682445634333,9.5,1.872389100673535,1.0,589.0,582.0,False,False,,
19285,-20.444681993606952,-22.610532644496338,-20.736670473136304,1.807387315947711,-20.95661189136231,-22.937532650080644,10.0,1.642011768786518,1.0,589.0,479.0,False,False,,
19286,-22.242388087138483,-24.435689064409324,-22.493677434058156,1.9230977587375087,-22.5353431132067,-24.056925096055235,10.0,1.401322177135387,1.0,589.0,430.0,False,False,,
19287,-22.68786942744977,-24.59638681126484,-21.853378014433105,2.1123526716875602,-22.663291323125865,-23.982720854618258,7.0,1.7626496356669572,0.0,1188.0,384.0,False,False,,
19288,-22.48143054617498,-23.241084456291112,-21.72256211670073,2.028842128292684,-22.597539849722473,-23.713225995699187,7.0,1.5217221956283342,1.0,589.0,576.0,False,False,,
19289,-21.375091836538566,-22.866869219226437,-22.384565691360386,1.0959777759796268,-21.999631640076633,-23.394884158201755,12.0,1.3507865465601656,0.0,589.0,575.0,False,False,,
19292,-19.718435757624245,-22.936293230134595,-21.747533461434656,1.9602457754253493,-20.43961144557545,-23.35836162987857,9.5,1.8034481432122182,1.0,589.0,548.0,False,False,,
19294,-20.240140304080466,-22.888446263589774,-20.232090344088114,2.5771254361855505,-20.572489571853307,-23.017281765568466,9.5,1.9750431376317403,2.0,589.0,351.0,False,False,,
19295,-19.423773809746116,-22.945620230177386,-21.192601672517508,2.313892756440925,-20.095287504373793,-23.30527442220889,8.5,1.9650829276531292,1.0,589.0,548.0,False,False,,
19298,-20.908425269170085,-23.215488644790668,-21.463111077897146,1.7793272031949954,-21.532403122438005,-23.26043844200435,10.0,1.5232351912421285,1.0,589.0,585.0,False,False,,
19299,-20.846117339526145,-23.80090762034968,-20.716083189194133,3.212951820544479,-21.128193398592572,-23.751862581869208,8.5,1.672586906481084,1.0,589.0,554.0,False,False,,
19300,-21.662447525439596,-23.76330158073627,-22.289906531500346,1.6536344087299604,-22.052060956227606,-23.831667837306778,11.0,1.7393323586411176,1.0,589.0,578.0,False,False,,
19301,-22.791559355213348,-24.111425006207174,-22.529361596783243,1.828697397244337,-22.992123740345622,-24.143488289021782,11.5,1.3146552362950068,1.0,589.0,513.0,False,False,,
19303,-20.49980617960086,-22.81695678027586,-21.080456550245295,2.6935189592682534,-21.166866867802504,-23.318972533186628,10.5,1.902379686670076,1.0,589.0,366.0,False,False,,
19307,-20.228697557541423,-21.92832765031247,-22.223897794085616,0.6242173908943336,-20.837396518614305,-22.471538535917464,11.5,1.2419879860503045,0.0,589.0,578.0,False,False,,
19309,-21.411252429392814,-22.501317110190396,-20.88682330472522,2.2584666210737545,-21.680801721085494,-22.644490630411752,12.0,1.3748773234149634,1.0,589.0,559.0,False,False,,
